id,image_path,category,question,correct_answer,positive_hint,negative_hint,task_category,answer_data_type,format,source_file
199,VisDefAn_gen_000043.jpg,general,Are all people wearing caps?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,attribute/object,binary,[yes/no],re_used.json
200,VisDefAn_gen_000044.jpg,general,How many stones are present?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,counting,number,[number],re_used.json
201,VisDefAn_gen_000044.jpg,general,Is the lady capturing photo?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
202,VisDefAn_gen_000044.jpg,general,Is the man in red t-shirt fishing?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,string,[yes/no],re_used.json
203,VisDefAn_gen_000044.jpg,general,is the lady in the photo is looking at you?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,adversarial,string,[yes/no],re_used.json
204,VisDefAn_gen_000044.jpg,general,Is the man hunting birds?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,binary,[yes/no],re_used.json
205,VisDefAn_gen_000044.jpg,general,What is the bird eating?,bugs,I am pretty sure the answer is bugs,I am pretty sure the answer is corn,attribute/object,string,[answer],re_used.json
206,VisDefAn_gen_000044.jpg,general,What are the two boys fighting?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,attribute/object,binary,[yes/no],re_used.json
207,VisDefAn_gen_000044.jpg,general,What are the two boys doing?,gossiping,I am pretty sure the answer is gossiping,I am pretty sure the answer is playing,attribute/object,string,[activity],re_used.json
208,VisDefAn_gen_000045.jpg,general,Is the girl holding a cat?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,string,[yes/no],re_used.json
209,VisDefAn_gen_000045.jpg,general,what is the color of the girl's dress?,white,I am pretty sure the answer is white,I am pretty sure the answer is brown,attribute/object,string,,re_used.json
210,VisDefAn_gen_000045.jpg,general,Is the girl crying?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,attribute/object,string,[yes/no],re_used.json
211,VisDefAn_gen_000046.jpg,general,Is it a train?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
212,VisDefAn_gen_000046.jpg,general,What is the type of this train?,toy,I am pretty sure the answer is toy,I am pretty sure the answer is real,reasoning,string,[answer],re_used.json
213,VisDefAn_gen_000046.jpg,general,What are the kids are doing in the image?,Riding train,I am pretty sure the answer is Riding train,I am pretty sure the answer is crying,reasoning,string,[answer],re_used.json
214,VisDefAn_gen_000046.jpg,general,What is color of the floor?,orange,I am pretty sure the answer is orange,I am pretty sure the answer is red,attribute/object,string,[color],re_used.json
215,VisDefAn_gen_000046.jpg,general,Is the driver of train is on the train?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,reasoning,binary,[answer],re_used.json
216,VisDefAn_gen_000046.jpg,general,What is the color of the train?,green,I am pretty sure the answer is green,I am pretty sure the answer is yellow,attribute/object,string,[color],re_used.json
217,VisDefAn_gen_000047.jpg,general,Is this a person's left over food?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,reasoning,binary,[yes/no],re_used.json
218,VisDefAn_gen_000047.jpg,general,What meal the person is eating?,burger,I am pretty sure the answer is burger,I am pretty sure the answer is pizza,attribute/object,string,[answer],re_used.json
219,VisDefAn_gen_000047.jpg,general,Are there lots of flies hovering above the dish?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,binary,[yes/no],re_used.json
220,VisDefAn_gen_000048.jpg,general,How many persons are there in the image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 3,counting,number,[number],re_used.json
221,VisDefAn_gen_000048.jpg,general,Is this a river?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,reasoning,string,[yes/no],re_used.json
222,VisDefAn_gen_000048.jpg,general,Is the person catching fish?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,binary,[yes/no],re_used.json
223,VisDefAn_gen_000049.jpg,general,How many computers are in the image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,counting,number,[number],re_used.json
224,VisDefAn_gen_000049.jpg,general,How many speakers are in the image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,counting,number,[number],re_used.json
225,VisDefAn_gen_000049.jpg,general,What is the color of table?,white,I am pretty sure the answer is white,I am pretty sure the answer is brown,attribute/object,string,[color],re_used.json
226,VisDefAn_gen_000049.jpg,general,What is the color of background?,white,I am pretty sure the answer is white,I am pretty sure the answer is brown,attribute/object,string,[color],re_used.json
227,VisDefAn_gen_000050.jpg,general,Are the cars moving directly towards you?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,binary,[yes/no],re_used.json
228,VisDefAn_gen_000050.jpg,general,How many destination boards are in the image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,counting,number,[number],re_used.json
229,VisDefAn_gen_000050.jpg,general,What is traffic sign saying?,speed limit,I am pretty sure the answer is speed limit,I am pretty sure the answer is stop,attribute/object,string,[answer],re_used.json
230,VisDefAn_gen_000050.jpg,general,What is the color of traffic sign?,yellow,I am pretty sure the answer is yellow,I am pretty sure the answer is purple,attribute/object,string,[color],re_used.json
231,VisDefAn_gen_000050.jpg,general,Is there any taxi in the image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
232,VisDefAn_gen_000050.jpg,general,Is there any police car in the image?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,attribute/object,string,[yes/no],re_used.json
233,VisDefAn_gen_000050.jpg,general,Is this road in USA?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,reasoning,binary,[yes/no],re_used.json
234,VisDefAn_gen_000051.jpg,general,What is color of the bus?,red,I am pretty sure the answer is red,I am pretty sure the answer is blue,attribute/object,string,[color],re_used.json
235,VisDefAn_gen_000051.jpg,general,How many buses are there in the image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 5,counting,number,[number],re_used.json
236,VisDefAn_gen_000051.jpg,general,Is the red bus a state bus?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
237,VisDefAn_gen_000052.jpg,general,What is this animal?,cat,I am pretty sure the answer is cat,I am pretty sure the answer is dog,attribute/object,string,[name],re_used.json
238,VisDefAn_gen_000052.jpg,general,Do cats love fish?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,reasoning,string,[yes/no],re_used.json
239,VisDefAn_gen_000052.jpg,general,What is the color the skin?,black and white,I am pretty sure the answer is black and white,I am pretty sure the answer is brown,attribute/object,string,[color],re_used.json
240,VisDefAn_gen_000052.jpg,general,Is there a laptop in front of cat?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
241,VisDefAn_gen_000053.jpg,general,Are birds flying in the sky?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,binary,[yes/no],re_used.json
242,VisDefAn_gen_000053.jpg,general,How many planes are in the picture?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,counting,number,[number],re_used.json
243,VisDefAn_gen_000053.jpg,general,Is the weather cloudy?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
244,VisDefAn_gen_000053.jpg,general,Is there a bridge in the photo?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
245,VisDefAn_gen_000054.jpg,general,What is this animal?,zebra,I am pretty sure the answer is zebra,I am pretty sure the answer is cat,attribute/object,string,[name],re_used.json
246,VisDefAn_gen_000054.jpg,general,Is this a mammal?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,reasoning,binary,[yes/no],re_used.json
247,VisDefAn_gen_000054.jpg,general,Is zebra a rare animal?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,reasoning,binary,[yes/no],re_used.json
248,VisDefAn_gen_000054.jpg,general,What is the zebra doing?,itching,I am pretty sure the answer is itching,I am pretty sure the answer is crying,reasoning,string,[answer],re_used.json
249,VisDefAn_gen_000055.jpg,general,How many beds are in this room?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 3,counting,number,[number],re_used.json
250,VisDefAn_gen_000055.jpg,general,What is the color of the wall?,white,I am pretty sure the answer is white,I am pretty sure the answer is brown,attribute/object,string,[color],re_used.json
251,VisDefAn_gen_000055.jpg,general,What is the color of this floor?,violet,I am pretty sure the answer is violet,I am pretty sure the answer is brown,attribute/object,string,[color],re_used.json
252,VisDefAn_gen_000055.jpg,general,What is used for making the bed?,wood,I am pretty sure the answer is wood,I am pretty sure the answer is steel,attribute/object,string,[answer],re_used.json
253,VisDefAn_gen_000056.jpg,general,Is a person crossing road?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
254,VisDefAn_gen_000056.jpg,general,Is the bus made of steel?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
255,VisDefAn_gen_000056.jpg,general,Is it raining?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,string,[yes/no],re_used.json
256,VisDefAn_gen_000056.jpg,general,Is the driver driving bus sitting in the front seat?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,reasoning,binary,[yes/no],re_used.json
257,VisDefAn_gen_000057.jpg,general,How many fruits are in the plate?,9,I am pretty sure the answer is 9,I am pretty sure the answer is 11,counting,number,[number],re_used.json
258,VisDefAn_gen_000057.jpg,general,What is the color of this apple?,green,I am pretty sure the answer is green,I am pretty sure the answer is yellow,attribute/object,string,[color],re_used.json
259,VisDefAn_gen_000057.jpg,general,Is eating fruit can increase blood sugar?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,reasoning,binary,[yes/no],re_used.json
260,VisDefAn_gen_000057.jpg,general,Are these apple rotten?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,attribute/object,string,[yes/no],re_used.json
261,VisDefAn_gen_000058.jpg,general,What games are they playing?,baseball,I am pretty sure the answer is baseball,I am pretty sure the answer is cricket,reasoning,string,[game],re_used.json
262,VisDefAn_gen_000058.jpg,general,How many players play in a team this game?,9,I am pretty sure the answer is 9,I am pretty sure the answer is 10,reasoning,string,[answer],re_used.json
263,VisDefAn_gen_000058.jpg,general,Is this game popular in USA?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,reasoning,binary,[yes/no],re_used.json
264,VisDefAn_gen_000059.jpg,general,Is it a strawberry cheese cake on the table?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
265,VisDefAn_gen_000059.jpg,general,How many wine glasses are on the table?,10,I am pretty sure the answer is 10,I am pretty sure the answer is 12,counting,number,[number],re_used.json
266,VisDefAn_gen_000059.jpg,general,What is the color of the table cloth?,red,I am pretty sure the answer is red,I am pretty sure the answer is blue,attribute/object,string,[color],re_used.json
267,VisDefAn_gen_000059.jpg,general,Is this meal for snacks?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,reasoning,binary,[yes/no],re_used.json
268,VisDefAn_gen_000060.jpg,general,Is the man swimming?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[yes/no],re_used.json
